characterID,character_name,movieID,movie_title,gender
u8666,RAILLY,m587,twelve monkeys,f
u8667,WOMAN CABBIE,m587,twelve monkeys,f
u8798,ALEXIEV,m597,virtuosity,x
u8799,COX,m597,virtuosity,x
u8800,DEANE,m597,virtuosity,f
u8801,LINDENMEYER,m597,virtuosity,m
u8802,MADISON,m597,virtuosity,f
u8803,PARKER,m597,virtuosity,m
u8804,REILLY,m597,virtuosity,m
u8805,SID 6.7,m597,virtuosity,m
u8806,WALLACE,m597,virtuosity,m
u8919,ARTEMUS,m607,wild wild west,m
u8920,CASSANDRA,m607,wild wild west,f
u8921,DOYLE,m607,wild wild west,x
u8922,GRANT,m607,wild wild west,m
u8923,JIM,m607,wild wild west,m
u8924,MIGUELITO,m607,wild wild west,m
u8925,PEMBERTON,m607,wild wild west,x
u8926,RICHARDS,m607,wild wild west,x
u8927,WALTERS,m607,wild wild west,x
u8975,ADAMSON,m612,watchmen,x
u8976,ANALYST,m612,watchmen,m
u8977,BURNS,m612,watchmen,x
u8978,DR. LONG,m612,watchmen,x
u8979,DR. MANHATTAN,m612,watchmen,m
u8980,DREIBERG,m612,watchmen,m
u8981,HYDE,m612,watchmen,x
u8982,JANEY,m612,watchmen,f
u8983,JON,m612,watchmen,m
u8984,JUSTINE,m612,watchmen,f
u8985,LAURIE,m612,watchmen,f
u8986,MOLOCH,m612,watchmen,m
u8987,PRESIDENT,m612,watchmen,m
u8988,RORSCHACH,m612,watchmen,m
u8989,SCHMIDT,m612,watchmen,x
u8990,VEIDT,m612,watchmen,m
u9002,BEAST,m614,x-men,m
u9003,CYCLOPS,m614,x-men,m
u9004,JEAN,m614,x-men,f
u9005,KELLY,m614,x-men,m
u9006,LOGAN,m614,x-men,m
u9007,MAGNETO,m614,x-men,m
u9008,SABRETOOTH,m614,x-men,m
u9009,STORM,m614,x-men,f
u9010,XAVIER,m614,x-men,m
u9011,ANASTASIA,m615,young frankenstein,x
u9012,BURGOMEISTER,m615,young frankenstein,x
u9013,CARLSON,m615,young frankenstein,x
u9014,CORNELIUS WALDMAN,m615,young frankenstein,m
u9015,ELIZABETH,m615,young frankenstein,f
u9016,FRAU BLUCHER,m615,young frankenstein,f
u9017,FREDDY,m615,young frankenstein,m
u9018,HERR FALKSTEIN,m615,young frankenstein,m
u9019,IGOR,m615,young frankenstein,m
u9020,INGA,m615,young frankenstein,f
u9021,MAITRE D',m615,young frankenstein,m
u9022,MEDICAL STUDENT,m615,young frankenstein,m
u9023,MONSTER,m615,young frankenstein,m
u9024,OLD VIOLINIST,m615,young frankenstein,m
